"yr","r","g","m","Val"
"2012","ia","gmt","trd",0.875269244895694
"2012","id","wht","trd",2.0188937670378
"2012","id","trk","trn",0.374698018984559
"2012","id","otr","trn",0.00406765021950312
"2012","id","air","trn",0.00644199468136633
"2012","id","pip","trn",0.0417104061069657
"2012","id","trn","trn",0.0994072362897129
"2012","id","wtt","trn",0.00565869670529736
"2012","id","mvt","trd",0.178532800773824
"2012","id","ott","trd",0.944526078280436
"2012","id","fbt","trd",0.250272447045973
"2012","id","gmt","trd",0.239852599753618
"2012","il","wht","trd",29.770375940829
"2012","il","trk","trn",5.64228618489018
"2012","il","otr","trn",0.0612515825428311
"2012","il","air","trn",0.0970049900245327
"2012","il","pip","trn",0.849778837182961
"2012","il","trn","trn",1.49689629402251
"2012","il","wtt","trn",0.439008180562427
"2012","il","mvt","trd",2.63262420419685
"2012","il","ott","trd",13.9278732221669
"2012","il","fbt","trd",3.69048880027096
"2012","il","gmt","trd",3.53683892715525
"2012","in","wht","trd",13.2900678630097
"2012","in","trk","trn",2.72285731451182
"2012","in","otr","trn",0.0295588196144322
"2012","in","air","trn",0.046812717040085
"2012","in","pip","trn",0.40582173294224
"2012","in","trn","trn",0.722372968985469
"2012","in","wtt","trn",0.211856789323457
"2012","in","mvt","trd",1.17525403109181
"2012","in","ott","trd",6.21767023291542
"2012","in","fbt","trd",1.64750511383406
"2012","in","gmt","trd",1.5789128580658
"2012","ks","wht","trd",5.53847832302811
"2012","ks","trk","trn",1.23485972742242
"2012","ks","otr","trn",0.0134054016482868
"2012","ks","air","trn",0.0212303225350561
"2012","ks","pip","trn",0.185980935540497
"2012","ks","trn","trn",0.327607797450325
"2012","ks","wtt","trn",0.0165323871019975
"2012","ks","mvt","trd",0.489773193210718
"2012","ks","ott","trd",2.59114040347275
"2012","ks","fbt","trd",0.686578236778205
"2012","ks","gmt","trd",0.657993226858319
"2012","ky","wht","trd",6.57283331510873
"2012","ky","trk","trn",1.35077050196102
"2012","ky","otr","trn",0.0146637069064049
"2012","ky","air","trn",0.023223118213865
"2012","ky","pip","trn",0.203438136394321
"2012","ky","trn","trn",0.358358880106989
"2012","ky","wtt","trn",0.105099117802875
"2012","ky","mvt","trd",0.581242242620628
"2012","ky","ott","trd",3.0750565362434
"2012","ky","fbt","trd",0.814802197448538
"2012","ky","gmt","trd",0.780878708981869
"2012","la","wht","trd",11.6718266186296
"2012","la","trk","trn",3.77199705584316
"2012","la","otr","trn",0.0419232614526139
"2012","la","air","trn",0.0663944569295485
"2012","la","pip","trn",0.581625794618576
"2012","la","trn","trn",1.02454127871508
"2012","la","wtt","trn",0.300476395376156
"2012","la","mvt","trd",1.03215133475193
"2012","la","ott","trd",5.460586783939
"2012","la","fbt","trd",1.44689961256692
"2012","la","gmt","trd",1.38665936963061
"2012","ma","wht","trd",12.6986784813602
"2012","ma","trk","trn",1.88275406059849
"2012","ma","otr","trn",0.0204388189417661
"2012","ma","air","trn",0.0323692441117394
"2012","ma","pip","trn",0.131034601949888
"2012","ma","trn","trn",0.49949390787957
"2012","ma","wtt","trn",0.146491051234395
"2012","ma","mvt","trd",1.12295687490776
"2012","ma","ott","trd",5.9409926273346
"2012","ma","fbt","trd",1.57419344676225
"2012","ma","gmt","trd",1.50865345018055
"2012","md","wht","trd",7.22076015671955
"2012","md","trk","trn",1.19892224239465
"2012","md","otr","trn",0.0130152711659913
"2012","md","air","trn",0.0206124674205882
"2012","md","pip","trn",0.102425402699388
"2012","md","trn","trn",0.318073596881303
"2012","md","wtt","trn",0.0932842920444216
"2012","md","mvt","trd",0.63853906309625
"2012","md","ott","trd",3.37818481803369
"2012","md","fbt","trd",0.895122538619651
"2012","md","gmt","trd",0.857854991710467
"2012","me","wht","trd",1.82731905543033
"2012","me","trk","trn",0.312518119884099
"2012","me","otr","trn",0.00339263709584129
"2012","me","air","trn",0.0053729669336921
"2012","me","pip","trn",0.0470680280672228
"2012","me","trn","trn",0.0829109336428482
"2012","me","wtt","trn",0.0228318307750358
"2012","me","mvt","trd",0.161591656876539
"2012","me","ott","trd",0.854899118206257
"2012","me","fbt","trd",0.226523861236787
"2012","me","gmt","trd",0.217092762967594
"2012","mi","wht","trd",25.7054931796943
"2012","mi","trk","trn",4.23021365892068
"2012","mi","otr","trn",0.0459223925573061
"2012","mi","air","trn",0.0727279369281461
"2012","mi","pip","trn",0.441558589594202
"2012","mi","trn","trn",0.588506120122017
"2012","mi","wtt","trn",0.184158623502932
"2012","mi","mvt","trd",2.27316254454379
"2012","mi","ott","trd",12.0261447430713
"2012","mi","fbt","trd",3.18658504258248
"2012","mi","gmt","trd",3.05391470703526
"2012","mn","wht","trd",12.3058303086484
"2012","mn","trk","trn",2.40162735705107
"2012","mn","otr","trn",0.0260716084716639
"2012","mn","air","trn",0.0412899718623398
"2012","mn","pip","trn",0.308513994829465
"2012","mn","trn","trn",0.637150788277995
"2012","mn","wtt","trn",0.186862917239364
"2012","mn","mvt","trd",1.08821691696731
"2012","mn","ott","trd",5.7572012114665
"2012","mn","fbt","trd",1.52549396831154
"2012","mn","gmt","trd",1.46198152663915
"2012","mo","wht","trd",8.59920763185236
"2012","mo","trk","trn",1.54257074436779
"2012","mo","otr","trn",0.0167458537515922
"2012","mo","air","trn",0.0265206433644319
"2012","mo","pip","trn",0.155591931711085
"2012","mo","trn","trn",0.409243408584145
"2012","mo","wtt","trn",0.120022479130401
"2012","mo","mvt","trd",0.760436555907945
"2012","mo","ott","trd",4.0230823401619
"2012","mo","fbt","trd",1.06600197188077
"2012","mo","gmt","trd",1.02162002775767
"2012","ms","wht","trd",3.50643406244379
"2012","ms","trk","trn",0.7696123614111
"2012","ms","otr","trn",0.00835476498997766
"2012","ms","air","trn",0.0132315584490144
"2012","ms","pip","trn",0.11591051501658
"2012","ms","trn","trn",0.204177855195519
"2012","ms","wtt","trn",0.0598810679660724
"2012","ms","mvt","trd",0.310077481102603
"2012","ms","ott","trd",1.640461953879
"2012","ms","fbt","trd",0.434675586967983
"2012","ms","gmt","trd",0.416578296229905
"2012","mt","wht","trd",1.63638463383388
"2012","mt","trk","trn",0.389315867657194
"2012","mt","otr","trn",0.0042263387963017
"2012","mt","air","trn",0.00669331200526714
"2012","mt","pip","trn",0.0586344567562988
"2012","mt","trn","trn",0.103285345763005
"2012","mt","wtt","trn",0.00612382588080419
"2012","mt","mvt","trd",0.14470713446714
"2012","mt","ott","trd",0.765571713573249
"2012","mt","fbt","trd",0.202854649068004
"2012","mt","gmt","trd",0.194408995178486
"2012","nc","wht","trd",17.3308262214491
"2012","nc","trk","trn",3.1467487097918
"2012","nc","otr","trn",0.0341605037432377
"2012","nc","air","trn",0.054100468710806
"2012","nc","pip","trn",0.171150893701841
"2012","nc","trn","trn",0.689744011176718
"2012","nc","wtt","trn",0.244838418418464
"2012","nc","mvt","trd",1.53258234561769
"2012","nc","ott","trd",8.10811226997988
"2012","nc","fbt","trd",2.14841828658208
"2012","nc","gmt","trd",2.05897100330931
"2012","nd","wht","trd",1.9723788403396
"2012","nd","trk","trn",0.396866965725296
"2012","nd","otr","trn",0.004308312076538
"2012","nd","air","trn",0.00682313423844846
"2012","nd","pip","trn",0.0597717197602475
"2012","nd","trn","trn",0.105288649094944
"2012","nd","wtt","trn",0.0229456627524624
"2012","nd","mvt","trd",0.174419439151333
"2012","nd","ott","trd",0.922764377881403
"2012","nd","fbt","trd",0.244506217678688
"2012","nd","gmt","trd",0.234326441677316
"2012","ne","wht","trd",4.11708582048973
"2012","ne","trk","trn",0.793258561824496
"2012","ne","otr","trn",0.00861146363109306
"2012","ne","air","trn",0.0136380956858817
"2012","ne","pip","trn",0.119471844596938
"2012","ne","trn","trn",0.210451182816035
"2012","ne","wtt","trn",0.00457889555864237
"2012","ne","mvt","trd",0.364078028551596
"2012","ne","ott","trd",1.92615133468702
"2012","ne","fbt","trd",0.510375117212866
"2012","ne","gmt","trd",0.489126150952513
"2012","nh","wht","trd",1.46446982989484
"2012","nh","trk","trn",0.230244851189625
"2012","nh","otr","trn",0.00249949418472782
"2012","nh","air","trn",0.00395848398343592
"2012","nh","pip","trn",0.0172508038460073
"2012","nh","trn","trn",0.00499787961900355
"2012","nh","wtt","trn",0.0132080682639387
"2012","nh","mvt","trd",0.129504535923903
"2012","nh","ott","trd",0.685142511099093
"2012","nh","fbt","trd",0.181543206451396
"2012","nh","gmt","trd",0.173984833524149
"2012","nj","wht","trd",14.7227383076705
"2012","nj","trk","trn",2.55893001479381
"2012","nj","otr","trn",0.0277792561182399
"2012","nj","air","trn",0.0439943973815612
"2012","nj","pip","trn",0.245929643706773
"2012","nj","trn","trn",0.334754748550197
"2012","nj","wtt","trn",0.199102132215416
"2012","nj","mvt","trd",1.30194651548461
"2012","nj","ott","trd",6.88793561223212
"2012","nj","fbt","trd",1.82510630506552
"2012","nj","gmt","trd",1.74911979829834
"2012","nm","wht","trd",1.81612310604179
"2012","nm","trk","trn",0.327192937760484
"2012","nm","otr","trn",0.00355194411944876
"2012","nm","air","trn",0.00562526370047482
"2012","nm","pip","trn",0.0492781870811809
"2012","nm","trn","trn",0.0868041570233712
"2012","nm","wtt","trn",0.0200548593701206
"2012","nm","mvt","trd",0.16060158784255
"2012","nm","ott","trd",0.849661167432799
"2012","nm","fbt","trd",0.225135953811334
"2012","nm","gmt","trd",0.215762639703362
"2012","nv","wht","trd",2.45189996805047
"2012","nv","trk","trn",0.403957546732536
"2012","nv","otr","trn",0.00438528607140637
"2012","nv","air","trn",0.00694503903330226
"2012","nv","pip","trn",0.060839624769997
"2012","nv","trn","trn",0.107169777432714
"2012","nv","wtt","trn",0.0307444984638679
"2012","nv","mvt","trd",0.2168239734355
"2012","nv","ott","trd",1.1471051617325
"2012","nv","fbt","trd",0.303950121068676
"2012","nv","gmt","trd",0.291295456588384
"2012","ny","wht","trd",33.1022124569025
"2012","ny","trk","trn",5.18305478658862
"2012","ny","otr","trn",0.0562662540824182
"2012","ny","air","trn",0.0891096554471247
"2012","ny","pip","trn",0.429353208324332
"2012","ny","trn","trn",0.69313926408991
"2012","ny","wtt","trn",0.403276859247071
"2012","ny","mvt","trd",2.92726184915221
"2012","ny","ott","trd",15.4866508702924
"2012","ny","fbt","trd",4.10352037808315
"2012","ny","gmt","trd",3.93267434127256
"2012","oh","wht","trd",20.4691854740576
"2012","oh","trk","trn",4.07194825852497
"2012","oh","otr","trn",0.0442042935601349
"2012","oh","air","trn",0.0700069594584585
"2012","oh","pip","trn",0.613271880016465
"2012","oh","trn","trn",1.08028626303294
"2012","oh","wtt","trn",0.196267904679709
"2012","oh","mvt","trd",1.81011060210675
"2012","oh","ott","trd",9.57637286174478
"2012","oh","fbt","trd",2.53746542847906
"2012","oh","gmt","trd",2.43182054992187
"2012","ok","wht","trd",5.71596568360818
"2012","ok","trk","trn",1.26272871854301
"2012","ok","otr","trn",0.0137079420998115
"2012","ok","air","trn",0.0217094600897739
"2012","ok","pip","trn",0.19017825522473
"2012","ok","trn","trn",0.335001429775866
"2012","ok","wtt","trn",0.00883415466314633
"2012","ok","mvt","trd",0.505468578527008
"2012","ok","ott","trd",2.67417668966576
"2012","ok","fbt","trd",0.708580482155029
"2012","ok","gmt","trd",0.679079430379072
"2012","or","wht","trd",4.83275879681745
"2012","or","trk","trn",0.779766161878151
"2012","or","otr","trn",0.00846499271098489
"2012","or","air","trn",0.0134061276361739
"2012","or","pip","trn",0.059104595800504
"2012","or","trn","trn",0.206871654444851
"2012","or","wtt","trn",0.060671102594371
"2012","or","mvt","trd",0.427365707669748
"2012","or","ott","trd",2.26097419693891
"2012","or","fbt","trd",0.599093617410633
"2012","or","gmt","trd",0.574150943612839
"2012","pa","wht","trd",18.6573431346087
"2012","pa","trk","trn",3.54750000347218
"2012","pa","otr","trn",0.0385109833431108
"2012","pa","air","trn",0.0609903842471519
"2012","pa","pip","trn",0.534285275342838
"2012","pa","trn","trn",0.941150348322095
"2012","pa","wtt","trn",0.101450945526474
"2012","pa","mvt","trd",1.64988756674763
"2012","pa","ott","trd",8.72871442261202
"2012","pa","fbt","trd",2.31286014049469
"2012","pa","gmt","trd",2.21656648229546
"2012","ri","wht","trd",1.59271652168718
"2012","ri","trk","trn",0.272077982140461
"2012","ri","otr","trn",0.00295362667455474
"2012","ri","air","trn",0.00467769997454393
"2012","ri","pip","trn",0.0245698217269562
"2012","ri","trn","trn",0.00966456949785585
"2012","ri","wtt","trn",0.0211695146251971
"2012","ri","mvt","trd",0.1408455195108
"2012","ri","ott","trd",0.745141876508396
"2012","ri","fbt","trd",0.197441325463133
"2012","ri","gmt","trd",0.189221049980119
"2012","sc","wht","trd",5.53066050621886
"2012","sc","trk","trn",0.928839750899889
"2012","sc","otr","trn",0.0100833071572414
"2012","sc","air","trn",0.0159690749135914
"2012","sc","pip","trn",0.0836966505599123
"2012","sc","trn","trn",0.246420818672085
"2012","sc","wtt","trn",0.0722700401423461
"2012","sc","mvt","trd",0.489081855828989
"2012","sc","ott","trd",2.58748288965398
"2012","sc","fbt","trd",0.685609100028489
"2012","sc","gmt","trd",0.657064439164428
"2012","sd","wht","trd",2.05849375895532
"2012","sd","trk","trn",0.381809800341833
"2012","sd","otr","trn",0.00414485436132745
"2012","sd","air","trn",0.00656426396318095
"2012","sd","pip","trn",0.0315016277509363
"2012","sd","trn","trn",0.101293989071965
"2012","sd","wtt","trn",0.00165698326236697
"2012","sd","mvt","trd",0.182034667777965
"2012","sd","ott","trd",0.963052672238212
"2012","sd","fbt","trd",0.255181465559978
"2012","sd","gmt","trd",0.244557236107801
"2012","tn","wht","trd",8.59367646754519
"2012","tn","trk","trn",1.49656005095743
"2012","tn","otr","trn",0.0162463704405853
"2012","tn","air","trn",0.0257296046419995
"2012","tn","pip","trn",0.155709351666678
"2012","tn","trn","trn",0.397036789813935
"2012","tn","wtt","trn",0.116442534735771
"2012","tn","mvt","trd",0.759947429500492
"2012","tn","ott","trd",4.0204946215723
"2012","tn","fbt","trd",1.06531630032699
"2012","tn","gmt","trd",1.02096290346495
"2012","tx","wht","trd",84.4260895448738
"2012","tx","trk","trn",19.3907581955087
"2012","tx","otr","trn",0.210502372134354
"2012","tx","air","trn",0.333375558007087
"2012","tx","pip","trn",2.92042186651262
"2012","tx","trn","trn",5.14436048261321
"2012","tx","wtt","trn",1.50873266548104
"2012","tx","mvt","trd",7.46588377799758
"2012","tx","ott","trd",39.4981868607054
"2012","tx","fbt","trd",10.4658919502833
"2012","tx","gmt","trd",10.0301548278496
"2012","ut","wht","trd",3.47724762750197
"2012","ut","trk","trn",0.694621931077052
"2012","ut","otr","trn",0.00754068318288518
"2012","ut","air","trn",0.0119422856776384
"2012","ut","pip","trn",0.104616284521897
"2012","ut","trn","trn",0.18428292367737
"2012","ut","wtt","trn",0.00716790825469896
"2012","ut","mvt","trd",0.307496495386642
"2012","ut","ott","trd",1.62680727358593
"2012","ut","fbt","trd",0.431057486494993
"2012","ut","gmt","trd",0.413110831813188
"2012","va","wht","trd",13.5240543830534
"2012","va","trk","trn",2.49659790137635
"2012","va","otr","trn",0.027102590584988
"2012","va","air","trn",0.0429227526896522
"2012","va","pip","trn",0.198814931587014
"2012","va","trn","trn",0.662346436138345
"2012","va","wtt","trn",0.194252270509483
"2012","va","mvt","trd",1.19594569374824
"2012","va","ott","trd",6.32713927668368
"2012","va","fbt","trd",1.67651128538365
"2012","va","gmt","trd",1.60671138617861
"2012","vt","wht","trd",0.657281773190227
"2012","vt","trk","trn",0.108105665347189
"2012","vt","otr","trn",0.00117357448158045
"2012","vt","air","trn",0.00185860636007488
"2012","vt","pip","trn",0.00803668516232441
"2012","vt","trn","trn",0.028680390274141
"2012","vt","wtt","trn",0.0084113548830001
"2012","vt","mvt","trd",0.058124086458205
"2012","vt","ott","trd",0.307504924574346
"2012","vt","fbt","trd",0.0814800265674179
"2012","vt","gmt","trd",0.0780876857635036
"2012","wa","wht","trd",16.1374766428037
"2012","wa","trk","trn",2.83646732545022
"2012","wa","otr","trn",0.0307921482217831
"2012","wa","air","trn",0.0487659568468995
"2012","wa","pip","trn",0.13335645944025
"2012","wa","trn","trn",0.752513659968669
"2012","wa","wtt","trn",0.220696419672111
"2012","wa","mvt","trd",1.42705324544596
"2012","wa","ott","trd",7.54981157286624
"2012","wa","fbt","trd",2.00048453984161
"2012","wa","gmt","trd",1.91719633268216
"2012","wi","wht","trd",11.4872128409316
"2012","wi","trk","trn",2.10252525727774
"2012","wi","otr","trn",0.0228246131310054
"2012","wi","air","trn",0.0361476598182382
"2012","wi","pip","trn",0.243588297791784
"2012","wi","trn","trn",0.557799119466151
"2012","wi","wtt","trn",0.0266213122502582
"2012","wi","mvt","trd",1.01582575322209
"2012","wi","ott","trd",5.37421645069385
"2012","wi","fbt","trd",1.42401393989942
"2012","wi","gmt","trd",1.36472651944594
"2012","wv","wht","trd",1.16565233178732
"2012","wv","trk","trn",0.25407106694261
"2012","wv","otr","trn",0.00275814703803141
"2012","wv","air","trn",0.00436811613354383
"2012","wv","pip","trn",0.0382653783862485
"2012","wv","trn","trn",0.0674049536060779
"2012","wv","wtt","trn",0.0197684543422713
"2012","wv","mvt","trd",0.103079804851679
"2012","wv","ott","trd",0.545342723603002
"2012","wv","fbt","trd",0.144500253675702
"2012","wv","gmt","trd",0.138484127670705
"2012","wy","wht","trd",0.690203334754998
"2012","wy","trk","trn",0.219136235866621
"2012","wy","otr","trn",0.00237890117577772
"2012","wy","air","trn",0.00376749914443926
"2012","wy","pip","trn",0.0330038799162777
"2012","wy","trn","trn",0.0581367567340386
"2012","wy","wtt","trn",0.0102382768540604
"2012","wy","mvt","trd",0.0610353731677728
"2012","wy","ott","trd",0.32290705912116
"2012","wy","fbt","trd",0.0855611525324947
"2012","wy","gmt","trd",0.0819988980611396
"2013","ak","wht","trd",1.78203915574207
"2013","ak","trk","trn",0.521054064931238
"2013","ak","otr","trn",0.00486259523120375
"2013","ak","air","trn",0.00685042348021618
"2013","ak","pip","trn",0.0813244802692226
"2013","ak","trn","trn",0.000638763269178053
"2013","ak","wtt","trn",0.0332723015345183
"2013","ak","mvt","trd",0.206093720850725
"2013","ak","ott","trd",1.10295682864617
"2013","ak","fbt","trd",0.275119894758193
"2013","ak","gmt","trd",0.267876613823985
"2013","al","wht","trd",7.54613574984418
"2013","al","trk","trn",1.57257902081605
"2013","al","otr","trn",0.0146756656592254
"2013","al","air","trn",0.0206750757238892
"2013","al","pip","trn",0.245443189406891
"2013","al","trn","trn",0.421982740744687
"2013","al","wtt","trn",0.10041822315378
"2013","al","mvt","trd",0.677574580989454
"2013","al","ott","trd",3.62619252995429
"2013","al","fbt","trd",0.904512018333961
"2013","al","gmt","trd",0.880698274646257
"2013","ar","wht","trd",4.49810663418464
"2013","ar","trk","trn",0.934777669165761
"2013","ar","otr","trn",0.00872355815307003
"2013","ar","air","trn",0.0122897475034188
"2013","ar","pip","trn",0.145897159678071
"2013","ar","trn","trn",0.250836388887347
"2013","ar","wtt","trn",0.0114264216543441
"2013","ar","mvt","trd",0.403889198251763
"2013","ar","ott","trd",2.1615037439732
"2013","ar","fbt","trd",0.539162247439259
"2013","ar","gmt","trd",0.524967332052447
"2013","az","wht","trd",7.62638859959713
"2013","az","trk","trn",1.22882089656509
"2013","az","otr","trn",0.0114676365348564
"2013","az","air","trn",0.0161556047430906
"2013","az","pip","trn",0.183843363272125
"2013","az","trn","trn",0.329739366323095
"2013","az","wtt","trn",0.0218317249945246
"2013","az","mvt","trd",0.684780559366623
"2013","az","ott","trd",3.66475694145294
"2013","az","fbt","trd",0.914131467216602
"2013","az","gmt","trd",0.890064465323959
"2013","ca","wht","trd",115.806014470637
"2013","ca","trk","trn",19.6249682048164
"2013","ca","otr","trn",0.183144673898396
"2013","ca","air","trn",0.258014190919922
"2013","ca","pip","trn",2.05062557252555
"2013","ca","trn","trn",2.38581240706658
"2013","ca","wtt","trn",1.25316719254873
"2013","ca","mvt","trd",10.3983302622962
"2013","ca","ott","trd",55.6489995036032
"2013","ca","fbt","trd",13.8810028545021
"2013","ca","gmt","trd",13.515547628474
"2013","co","wht","trd",8.06305472476806
"2013","co","trk","trn",1.39257415278689
"2013","co","otr","trn",0.0129958192252713
"2013","co","air","trn",0.0183085083031689
"2013","co","pip","trn",0.217348595537187
"2013","co","trn","trn",0.373680590866766
"2013","co","wtt","trn",0.0453188799097688
"2013","co","mvt","trd",0.723989218818726
"2013","co","ott","trd",3.87459088741815
"2013","co","fbt","trd",0.966472131539343
"2013","co","gmt","trd",0.941027119029526
"2013","ct","wht","trd",11.785126877628
"2013","ct","trk","trn",1.35232600022962
"2013","ct","otr","trn",0.0176323183390458
"2013","ct","air","trn",0.0248404076048386
"2013","ct","pip","trn",0.294891730996372
"2013","ct","trn","trn",0.044562024449717
"2013","ct","wtt","trn",0.120649115263521
"2013","ct","mvt","trd",1.058197555773
"2013","ct","ott","trd",5.66318185424913
"2013","ct","fbt","trd",1.41261557594233
"2013","ct","gmt","trd",1.37542462151288
"2013","dc","wht","trd",0.520266434317458
"2013","dc","trk","trn",0.0321965865899294
"2013","dc","otr","trn",0.000742330727114122
"2013","dc","air","trn",0.00104579542431905
"2013","dc","pip","trn",0.0124151112111969
"2013","dc","trn","trn",0.0213449094603554
"2013","dc","wtt","trn",0.00507939703316926
"2013","dc","mvt","trd",0.0467152093364883
"2013","dc","ott","trd",0.250006933382676
"2013","dc","fbt","trd",0.0623613539665801
"2013","dc","gmt","trd",0.0607195213880438
"2013","de","wht","trd",1.2393368489962
"2013","de","trk","trn",0.223019289374946
"2013","de","otr","trn",0.0020812668127331
"2013","de","air","trn",0.00293208839408416
"2013","de","pip","trn",0.0131135596353583
"2013","de","trn","trn",0.0598445545334415
"2013","de","wtt","trn",0.00967817870718234
"2013","de","mvt","trd",0.11128121385581
"2013","de","ott","trd",0.595546405856785
"2013","de","fbt","trd",0.148552200999611
"2013","de","gmt","trd",0.144641159501937
"2013","fl","wht","trd",28.8102150473533
"2013","fl","trk","trn",4.47016508091144
"2013","fl","otr","trn",0.0417165988485322
"2013","fl","air","trn",0.0587703386111369
"2013","fl","pip","trn",0.318812038837593
"2013","fl","trn","trn",1.19951524690018
"2013","fl","wtt","trn",0.28544577327266
"2013","fl","mvt","trd",2.58689613280937
"2013","fl","ott","trd",13.8443555820271
"2013","fl","fbt","trd",3.45331526293509
"2013","fl","gmt","trd",3.36239732831676
"2013","ga","wht","trd",15.100841005623
"2013","ga","trk","trn",2.59004525937103
"2013","ga","otr","trn",0.0241708923784741
"2013","ga","air","trn",0.0340519497951894
"2013","ga","pip","trn",0.404246121023755
"2013","ga","trn","trn",0.69500761661885
"2013","ga","wtt","trn",0.130380528996736
"2013","ga","mvt","trd",1.35591862592515
"2013","ga","ott","trd",7.25650301901184
"2013","ga","fbt","trd",1.8100512142017
"2013","ga","gmt","trd",1.76239668357864
"2013","hi","wht","trd",3.34274711767295
"2013","hi","trk","trn",0.509302298706551
"2013","hi","otr","trn",0.00758705463280393
"2013","hi","air","trn",0.0106886415033514
"2013","hi","pip","trn",0.0223358210152682
"2013","hi","trn","trn",0.00105993053593882
"2013","hi","wtt","trn",0.0519144114405395
"2013","hi","mvt","trd",0.393968761459857
"2013","hi","ott","trd",2.10841229869471
"2013","hi","fbt","trd",0.525919197069367
"2013","hi","gmt","trd",0.512072941070998
"2013","ia","wht","trd",7.17050101833584
"2013","ia","trk","trn",1.35655057170091
"2013","ia","otr","trn",0.0126596389603257
"2013","ia","air","trn",0.0178348975930299
"2013","ia","pip","trn",0.166367688533558
"2013","ia","trn","trn",0.364014094444722
"2013","ia","wtt","trn",0.0348466956442577
"2013","ia","mvt","trd",0.643845987409341
"2013","ia","ott","trd",3.44568638713609
"2013","ia","fbt","trd",0.859486837179493
"2013","ia","gmt","trd",0.836858504079787
"2013","id","wht","trd",2.11314064888468
"2013","id","trk","trn",0.38220451917703
"2013","id","otr","trn",0.00356681963999265
"2013","id","air","trn",0.00502493500892385
"2013","id","pip","trn",0.0426438299986128
"2013","id","trn","trn",0.102560003912321
"2013","id","wtt","trn",0.0100154785198395
"2013","id","mvt","trd",0.18974087363448
"2013","id","ott","trd",1.01544089448518
"2013","id","fbt","trd",0.253290051585102
"2013","id","gmt","trd",0.246621500758986
"2013","il","wht","trd",29.721066465137
"2013","il","trk","trn",5.55717392321071
"2013","il","otr","trn",0.0518608129878811
"2013","il","air","trn",0.0730615060689173
"2013","il","pip","trn",0.867346234273075
"2013","il","trn","trn",1.49120104736897
"2013","il","wtt","trn",0.354857545305264
"2013","il","mvt","trd",2.66868233282057
"2013","il","ott","trd",14.2820527977356
"2013","il","fbt","trd",3.56249379902475
"2013","il","gmt","trd",3.46870144193117
"2013","in","wht","trd",14.2770524479638
"2013","in","trk","trn",2.8559334762092
"2013","in","otr","trn",0.0266522217879303
"2013","in","air","trn",0.0375476463194674
"2013","in","pip","trn",0.364504659166772
"2013","in","trn","trn",0.766355534267444
"2013","in","wtt","trn",0.182367792861375
"2013","in","mvt","trd",1.28194988148647
"2013","in","ott","trd",6.86064267232949
"2013","in","fbt","trd",1.71130840388529
"2013","in","gmt","trd",1.66625354681904
"2013","ks","wht","trd",5.514745283445
"2013","ks","trk","trn",1.13928643309032
"2013","ks","otr","trn",0.0106320805255616
"2013","ks","air","trn",0.0149784735543012
"2013","ks","pip","trn",0.177816244579291
"2013","ks","trn","trn",0.305713865672209
"2013","ks","wtt","trn",0.017388109363026
"2013","ks","mvt","trd",0.495174132637485
"2013","ks","ott","trd",2.65003556977382
"2013","ks","fbt","trd",0.661020892319559
"2013","ks","gmt","trd",0.643617716040144
"2013","ky","wht","trd",6.84244794766896
"2013","ky","trk","trn",1.45435175748935
"2013","ky","otr","trn",0.0135723419054292
"2013","ky","air","trn",0.0191207133741744
"2013","ky","pip","trn",0.226990649851393
"2013","ky","trn","trn",0.390257870993176
"2013","ky","wtt","trn",0.0928687318058405
"2013","ky","mvt","trd",0.614389795622173
"2013","ky","ott","trd",3.28804496194633
"2013","ky","fbt","trd",0.820164996848741
"2013","ky","gmt","trd",0.798571918348183
"2013","la","wht","trd",11.2518461167648
"2013","la","trk","trn",3.67643628693142
"2013","la","otr","trn",0.0343093409299404
"2013","la","air","trn",0.0483349946935687
"2013","la","pip","trn",0.573806617010203
"2013","la","trn","trn",0.986527633903881
"2013","la","wtt","trn",0.234761620614878
"2013","la","mvt","trd",1.01031377789382
"2013","la","ott","trd",5.40692106389024
"2013","la","fbt","trd",1.34869426928454
"2013","la","gmt","trd",1.31318621743911
"2013","ma","wht","trd",13.1243423448089
"2013","ma","trk","trn",1.93466215078539
"2013","ma","otr","trn",0.0180547079114351
"2013","ma","air","trn",0.0254354699752218
"2013","ma","pip","trn",0.163074535483933
"2013","ma","trn","trn",0.519143410917299
"2013","ma","wtt","trn",0.123539315362305
"2013","ma","mvt","trd",1.17844696409412
"2013","ma","ott","trd",6.30672356673301
"2013","ma","fbt","trd",1.57313965414074
"2013","ma","gmt","trd",1.53172246592286
"2013","md","wht","trd",7.46902482791344
"2013","md","trk","trn",1.23705872316845
"2013","md","otr","trn",0.011544513809314
"2013","md","air","trn",0.016263909436572
"2013","md","pip","trn",0.120489436156346
"2013","md","trn","trn",0.331949888402972
"2013","md","wtt","trn",0.0789933207000285
"2013","md","mvt","trd",0.670650719247633
"2013","md","ott","trd",3.58913792898334
"2013","md","fbt","trd",0.895269174321699
"2013","md","gmt","trd",0.871698773689467
"2013","me","wht","trd",1.87290699551631
"2013","me","trk","trn",0.309294069001798
"2013","me","otr","trn",0.002886402709796
"2013","me","air","trn",0.00406636373302477
"2013","me","pip","trn",0.0482736458744328
"2013","me","trn","trn",0.0829953580747418
"2013","me","wtt","trn",0.0179550203603568
"2013","me","mvt","trd",0.168170069395503
